id,establishment_name,establishment_id,ein,company_name,street_address,city,state,zip_code,naics_code,naics_year,industry_description,establishment_type,size,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_dafw_days,total_djtr_days,total_injuries,total_skin_disorders,total_respiratory_conditions,total_poisonings,total_hearing_loss,total_other_illnesses,created_timestamp,change_reason,year_filing_for,sector,zipcode,naics_char
2236375,Culbertson Wholesale Production Plant,630226,470461025.0,Kulger Oil Company Inc.,71748 Railroad Ave,Culbertson,NE,69024,325311,2022.0,"Ammonia, anhydrous and aqueous, manufacturing",1.0,21,26,47352,1,0,1,0,0,167,0,1,0,0,0,0,0,08FEB24:22:57:00,,2023,Manufacturing,69024,325311
2236982,"Genesis Energy, TDC Corpus",188044,800321477.0,Genesis Energy,3801 Buddy Lawrence Drive,Corpus Christi,TX,78408,325180,2022.0,"Chemicals and Allied Products, Not Elsewhere Classified",1.0,1,3,7776,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:05:02:00,,2023,Manufacturing,78408,325180
2236985,Genesis Energy -Tulsa,950192,800321477.0,Genesis Energy,PO Box 9516,Tulsa,OK,74157,325180,2022.0,Chemicals and Allied Products,1.0,1,3,5248,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:05:02:00,,2023,Manufacturing,74157,325180
2236988,GEL/TDC Westlake Refinery Services,188056,800321477.0,Genesis Energy,2800 Old Spanish Trail,Westlake,LA,70669,325180,2022.0,Chemical Manufacturing,1.0,1,16,31980,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:05:02:00,,2023,Manufacturing,70669,325180
2238368,"Silicones : Sistersville, West Virginia",150782,,"MPM Silicones,  LLC",10851 Energy Highway,Friendly,WV,26146,325199,2022.0,Silicone Manufacturing,1.0,3,417,756198,1,0,2,1,2,360,163,4,0,0,0,1,0,09FEB24:14:42:00,,2023,Manufacturing,26146,325199
2238474,"The Andersons, Inc. - Bowling Green",960000,341562374.0,"The Andersons, Inc.",14357 West Kramer Road,Bowling Green,OH,43402,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,20,26087,1,0,1,0,0,99,0,1,0,0,0,0,0,09FEB24:15:00:00,,2023,Manufacturing,43402,325314
2238480,"The Andersons, Inc. - Carey",958435,341562374.0,"The Andersons, Inc.",1855 County Hwy 99,Carey,OH,43316,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,23,48287,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:01:00,,2023,Manufacturing,43316,325314
2238507,"The Andersons, Inc. - Montgomery",958432,341562374.0,"The Andersons, Inc.",1500 Furnace Street,Montgomery,AL,36104,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,50,99005,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:03:00,,2023,Manufacturing,36104,325314
2238521,"The Andersons, Inc. - Seymour",959849,341562374.0,"The Andersons, Inc.",101 Agrico Lane,Seymour,IN,47274,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,22,39208,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:04:00,,2023,Manufacturing,47274,325314
2238524,"The Andersons, Inc. - Sioux City",946142,341562374.0,"The Andersons, Inc.",514 South Floyd,Sioux City,IA,51101,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,2,20,41695,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:05:00,,2023,Manufacturing,51101,325311
2238532,"The Andersons, Inc - Upper Sandusky",946156,341562374.0,"The Andersons, Inc.",9841 County Highway 49,Upper Sandusky,OH,43351,325311,2022.0,Nitrogenous fertilizer materials manufacturing,1.0,2,36,76198,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:06:00,,2023,Manufacturing,43351,325311
2238539,Stepan Maywood,410697,361823834.0,Stepan Company,100 West Hunter Ave,Maywood,NJ,7607,325199,2022.0,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing",1.0,2,63,140937,1,0,0,0,1,0,0,1,0,0,0,0,0,09FEB24:15:07:00,,2023,Manufacturing,7607,325199
2238558,"The Andersons, Inc. - Maumee DG",958434,341562374.0,"The Andersons, Inc.",439 Illinois Ave.,Maumee,OH,43537,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,23,47298,2,0,0,0,0,0,0,0,0,0,0,0,0,09FEB24:15:07:00,,2023,Manufacturing,43537,325314
2238711,"The Andersons, Inc. - Maumee Large Pack",958433,341562374.0,"The Andersons, Inc.",525 Illinois Ave.,Maumee,OH,43537,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,66,111808,1,0,0,0,1,0,0,1,0,0,0,0,0,09FEB24:15:09:00,,2023,Manufacturing,43537,325314
2239574,Cambridge Isotope Labs (Tewksbury),1103865,,Cambridge Isotope Labs (Tewksbury),3 Highwood Drive,Tewksbury,MA,1876,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,95,172555,1,0,0,0,1,0,0,1,0,0,0,0,0,09FEB24:16:24:00,,2023,Manufacturing,1876,325199
2239583,Cambridge Isotope Labs (Andover),1089098,,Cambridge Isotope Labs (Andover),50 Frontage Rd.,Andover,MA,1810,325199,2022.0,Organo-inorganic compound manufacturing,1.0,22,150,242734,1,0,2,1,2,22,7,5,0,0,0,0,0,09FEB24:16:24:00,,2023,Manufacturing,1810,325199
2241095,Delta Energy LLC,871820,,,61 Carthage Point Rd.,Natchez,MS,39120,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,45,101357,1,0,0,0,1,0,0,1,0,0,0,0,0,09FEB24:18:34:00,,2023,Manufacturing,39120,325199
2242144,Thermo Fisher Scientific (Milwaukee) LLC,129316,61594868.0,Thermo Fisher Scientific,2202 N. Bartlett Avenue,Milwaukee,WI,53202,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,2,102,210526,1,0,0,1,1,0,97,1,0,1,0,0,0,09FEB24:20:19:00,,2023,Manufacturing,53202,325199
2242459,Niacet,1118212,,Kerry Group,400 47th Street,Niagara Falls,NY,14304,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,22,118,223266,1,0,1,1,0,7,2,2,0,0,0,0,0,09FEB24:20:50:00,,2023,Manufacturing,14304,325199
2243461,MECS Inc.,1081837,,MECS Inc,1778 Monsanto Way,Martinez,CA,94553,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,21,40,86400,1,0,1,3,0,2,102,4,0,0,0,0,0,10FEB24:00:10:00,,2023,Manufacturing,94553,325180
2244175,Energizer Manufacturing Inc.,1119117,,Energizer Manufacturing Inc.,2036 Blue Knob Rd,Marietta,OH,45750,325180,2022.0,Sodium aluminate manufacturing,3.0,21,44,91353,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB24:12:23:00,,2023,Manufacturing,45750,325180
2244217,Huntsman Ethyleneamines LLC,1009680,,Huntsman Ethyleneamines,"307 CR 624 A-1, A38 Block",Freeport,TX,77541,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,119,250848,1,0,0,1,0,0,7,1,0,0,0,0,0,12FEB24:13:16:00,,2023,Manufacturing,77541,325199
2244416,"Aldrich-APL, LLC/Millipore Sigma",1119304,364037870.0,"Sigma Aldrich, LLC",1302 W Anthony Dr,URBANA,IL,61802,325180,2022.0,Rare earth salts manufacturing,1.0,21,24,36798,1,0,0,0,1,0,0,0,1,0,0,0,0,12FEB24:13:40:00,,2023,Manufacturing,61802,325180
2244649,Morgan Advanced Ceramics,1119437,943146877.0,Morgan Advance Ceramics Inc,4 PARK AVE,HUDSON,NH,3051,325180,2022.0,"Carbides (e.g., boron, calcium, silicon, tungsten) manufacturing",1.0,21,58,189083,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB24:14:49:00,,2023,Manufacturing,3051,325180
2244819,"Avant Organics, LLC",1084696,861679809.0,"Avant Organics, LLC",612 River Port Road,Alexandria,LA,71303,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,21,11,22317,1,0,0,1,0,0,2,1,0,0,0,0,0,12FEB24:15:23:00,,2023,Manufacturing,71303,325199
2244893,Powell Plant,127973,541966552.0,"E.R. Carpenter, L.P.",11002 Choate Road,Pasedena,TX,77507,325199,2022.0,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",1.0,2,143,273431,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB24:15:36:00,,2023,Manufacturing,77507,325199
2247277,"Intrepid Potash- New Mexico, LLC",906286,,"Intrepid Potash- New Mexico, LLC",1996 Potash Mines Rd,Carlsbad,NM,88220,212391,2017.0,Potash mining and/or beneficiating,1.0,2,61,138257,1,0,0,1,1,0,23,2,0,0,0,0,0,12FEB24:19:11:00,,2023,"Mining, Quarrying, and Oil and Gas Extraction",88220,212391
2247848,Nutrien Augusta Plant,952272,,Nutrien,1460 Columbia Nitrogen Dr,Augusta,GA,30901,325311,2022.0,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials",1.0,2,159,331574,1,0,1,0,1,180,0,2,0,0,0,0,0,12FEB24:19:57:00,,2023,Manufacturing,30901,325311
2248192,Usalco Fairfield Plant,1120811,,"Usalco Fairfield Plant, LLC",3700 Dixie Highway,Fairfield,OH,45014,325180,2022.0,Sodium aluminate manufacturing,1.0,21,29,67605,1,0,0,1,0,0,52,1,0,0,0,0,0,12FEB24:20:22:00,,2023,Manufacturing,45014,325180
2248836,Nova Molecular Sumter LLC,627213,465767853.0,Nova Molecular Sumter LLC,749 Industrial Blvd,Sumter,SC,29150,325199,2022.0,Trichlorophenoxyacetic acid manufacturing,1.0,2,78,178838,1,0,0,1,0,0,45,1,0,0,0,0,0,12FEB24:21:10:00,,2023,Manufacturing,29150,325199
2248989,Monolith Nebraska LLC - OC1,678921,300870606.0,Monolith Nebraska LLC,27077 SW 42nd,Hallam,NE,68368,325180,2022.0,Carbon black manufacturing,1.0,2,119,254104,2,0,0,0,0,0,0,0,0,0,0,0,0,12FEB24:21:26:00,,2023,Manufacturing,68368,325180
2249000,BASF Corporation,882051,161090809.0,BASF Corporation,109 Highway 131,Vidalia,LA,71373,325180,2022.0,"Aluminum hydroxide (i.e., alumina trihydrate) manufacturing",1.0,2,67,138557,1,0,1,0,1,1,0,1,0,0,0,1,0,12FEB24:21:28:00,,2023,Manufacturing,71373,325180
2250893,Livent USA Corp,1121849,824688610.0,Livent,1115 Bessemer City/Kings Mountain Hwy,Bessemer City,NC,28016,325180,2022.0,"Lithium compounds, not specified elsewhere by process, manufacturing",1.0,3,260,583054,1,0,0,0,3,0,0,3,0,0,0,0,0,13FEB24:15:01:00,,2023,Manufacturing,28016,325180
2251261,Beaver Creek Chemical,1121973,853951845.0,Bakelite Chemicals,4113 Four Mile Road,Grayling,MI,49738,325199,2022.0,Organo-inorganic compound manufacturing,1.0,21,31,61762,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB24:15:40:00,,2023,Manufacturing,49738,325199
2251645,"Oligo Factory, Inc.",1122184,205025117.0,"Oligo Factory, Inc.",56 Boynton Road,Holliston,MA,1746,325199,2022.0,Organo-inorganic compound manufacturing,1.0,1,14,33409,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB24:16:15:00,,2023,Manufacturing,1746,325199
2251822,MEGlobal Oyster Creek Site,550956,562458572.0,MEGlobal Americas Inc.,4057 E. Hwy 332,Freeport,TX,77541,325199,2022.0,Ethylene glycol manufacturing,1.0,2,62,148700,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB24:16:37:00,,2023,Manufacturing,77541,325199
2251832,MEGlobal Sugar Land Office,550964,562458572.0,MEGlobal Americas Inc.,2150 Town Square Place,Sugarland,TX,77479,325199,2022.0,Ethylene glycol manufacturing,1.0,2,21,47192,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB24:16:38:00,,2023,Manufacturing,77479,325199
2252357,PMC Biogenix,1122495,261854633.0,PMC Biogenix,1231 Pope st,Memphis,TN,38108,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,22,225,112500,1,0,1,1,4,13,25,6,0,0,0,0,0,13FEB24:17:23:00,,2023,Manufacturing,38108,325199
2252785,Lanxess Corporations - Oxone,1122643,,Lanxess Corporation,2571 Fite Rd Spot 26,Memphis,TN,38127,325180,2022.0,"Oleum (i.e., fuming sulfuric acid) manufacturing",1.0,21,45,91508,1,0,0,1,1,0,2,2,0,0,0,0,0,13FEB24:17:44:00,,2023,Manufacturing,38127,325180
2253418,Albany Chemical,1122908,853951845.0,Bakelite Chemical,2190 Old Salem Rd NE,Albany,OR,97321,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,21,32,52656,1,0,1,0,0,46,110,1,0,0,0,0,0,13FEB24:19:37:00,did not enter case details the first time,2023,Manufacturing,97321,325199
2253589,Eugene Chemical,1122928,853951845.0,Bakelite Chemical,2665 Highway 99N,Eugene,OR,97402,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,21,22,59754,1,0,1,0,0,47,0,1,0,0,0,0,0,13FEB24:19:31:00,,2023,Manufacturing,97402,325199
2254420,CF Industries - Port Neal Complex,1123252,,CF,"CF Industries, Port Neal Complex",Sergeant Bluff,IA,51054,325311,2022.0,"Ammonia, anhydrous and aqueous, manufacturing",1.0,3,290,706039,1,0,0,0,1,0,0,1,0,0,0,0,0,13FEB24:20:20:00,,2023,Manufacturing,51054,325311
2254703,Purac America Inc. dba Corbion,976695,522006028.0,Purac America Inc. dba Corbion,"650 Industrial Drive, Blair NE 68008",Blair,NE,68008,325199,2022.0,Lactic acid manufacturing,1.0,2,96,179318,1,0,1,1,1,13,245,2,0,0,0,0,1,13FEB24:20:52:00,,2023,Manufacturing,68008,325199
2255177,"Mid-America Conversion Services, LLC",1123539,,"Mid-America Conversion Services, LLC",5509 Hobbs Road,Kevil,KY,42053,325180,2022.0,Hydrofluoric acid manufacturing,1.0,22,222,451521,2,0,0,0,0,0,0,0,0,0,0,0,0,13FEB24:21:22:00,,2023,Manufacturing,42053,325180
2255526,"ChemDesign Products, Inc.",953860,205669856.0,"ChemDesign Products, Inc.",2 Stanton St,Marinette,WI,54143,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,155,319417,1,0,1,0,2,1,0,2,1,0,0,0,0,13FEB24:21:56:00,,2023,Manufacturing,54143,325199
2255544,"CUSTOM AG FORMULATORS, INC",514567,273452062.0,CUSTOM AG FORMULATORS,3430 SOUTH WILLOW AVE,Fresno,CA,93725,325312,2022.0,Phosphatic fertilizer materials manufacturing,1.0,2,50,100000,1,0,0,3,0,0,89,3,0,0,0,0,0,13FEB24:21:58:00,,2023,Manufacturing,93725,325312
2255838,Sharp International Services,1123745,831529556.0,Coalition,12936 FM 787,Cleveland,TX,77327,325199,2022.0,All Other Basic Chemical Manufacturing,1.0,21,35,70500,1,0,0,1,0,0,81,1,0,0,0,0,0,13FEB24:22:39:00,,2023,Manufacturing,77327,325199
2256242,Nutrien,626877,562111626.0,Nutrien,1530 NC Hwy 306 S,Aurora,NC,27806,325312,2022.0,Phosphatic fertilizer materials manufacturing,1.0,3,606,1695144,1,0,2,3,0,22,170,5,0,0,0,0,0,14FEB24:13:16:00,,2023,Manufacturing,27806,325312
2257378,BASF,1124464,161090809.0,BASF,8404 River Road,Geismar,LA,70734,325199,2022.0,"Natural nonfood coloring, manufacturing",1.0,3,1184,2523834,1,0,1,5,3,101,122,7,0,0,0,1,1,14FEB24:16:04:00,,2023,Manufacturing,70734,325199
2257380,U.S. Amines (Bucks) LLC,98730,481287719.0,U. S. Amines LLC,14086 U.S Highway 43 North,Axis,AL,36505,325199,2022.0,Methylamine manufacturing,1.0,2,48,99266,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:16:04:00,,2023,Manufacturing,36505,325199
2257430,Coating and Converting Technologies,1124506,232983771.0,Coating and Converting Technologies,80 E Morris St,Philadelphia,PA,19148,325199,2022.0,"Plasticizers (i.e., basic synthetic chemicals) manufacturing",1.0,21,67,115768,1,0,2,0,0,210,0,2,0,0,0,0,0,14FEB24:16:09:00,,2023,Manufacturing,19148,325199
2258707,INEOS KOH,1018566,222988012.0,INEOS KOH,3509 Middle rd.,Ashtabula,OH,44004,325180,2022.0,Chlorine manufacturing,1.0,22,101,218299,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:18:44:00,,2023,Manufacturing,44004,325180
2259492,Los Angeles Reginery Sulfur Recover Plant,986083,311537656.0,Marathon Petroleum Company,23208 S alameda Street,Carson,CA,90810,325180,2022.0,Basic Inorganic Chemical Manufacturing,1.0,21,24,61863,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:19:50:00,,2023,Manufacturing,90810,325180
2260413,"JR Peters, Inc.",901469,232878231.0,"JR Peters, Inc.",6656 Grant Way,Allentown,PA,18106,325314,2022.0,Phosphatic fertilizers made by mixing purchased materials,1.0,2,42,72068,1,0,1,0,1,33,0,2,0,0,0,0,0,19FEB24:15:01:00,Revision of data after to record injuries that were missed upon initial submission due to error.,2023,Manufacturing,18106,325314
2260488,"Melbourne, FL",1125784,232878231.0,"JR Peters, Inc.",642 Sheridan Woods Drive,Melbourne,FL,32904,325314,2022.0,Mixing purchased fertilizer materials,1.0,1,1,1151,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:21:14:00,,2023,Manufacturing,32904,325314
2260489,"Leland, MS",1125781,232878231.0,"JR Peters, Inc.",296 Rexburg Road,Leland,MS,38756,325314,2022.0,Mixing purchased fertilizer materials,1.0,1,1,1873,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:21:14:00,,2023,Manufacturing,38756,325314
2260490,"Elgin, IL",1125776,232878231.0,"JR Peters, Inc.",4385 Rudyard Kipling Road,Elgin,IL,60124,325314,2022.0,Mixing purchased fertilizer materials,1.0,1,1,1848,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:21:14:00,,2023,Manufacturing,60124,325314
2260491,"Saratoga Spring, NY",1125772,232878231.0,"JR Peters, Inc.",59 George Street,Saratoga,NY,12866,325314,2022.0,Mixing purchased fertilizer materials,1.0,1,1,1932,2,0,0,0,0,0,0,0,0,0,0,0,0,14FEB24:21:14:00,,2023,Manufacturing,12866,325314
2261407,"Soda Springs, ID",979557,431784965.0,"P4 Production, LLC",1853 Highway 34 North,Soda Springs,ID,83276,325180,2022.0,Other Basic Inorganic Chemical Manufacturing,1.0,3,427,835157,1,0,7,6,3,253,693,16,0,0,0,0,0,14FEB24:22:37:00,,2023,Manufacturing,83276,325180
2263933,american plant food corporation,1124364,741498026.0,american plant food corportation,903 mayo shell,galena park,TX,77547,325314,2022.0,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials",1.0,22,110,243360,1,0,1,0,0,2,0,1,0,0,0,0,0,15FEB24:15:48:00,,2023,Manufacturing,77547,325314
2265503,Taminco US LLC,892438,,,3790 Highway 30,Saint Gabriel,LA,70776,325199,2022.0,Adipic acid esters or amines manufacturing,1.0,2,110,230739,2,0,0,0,0,0,0,0,0,0,0,0,0,15FEB24:18:20:00,,2023,Manufacturing,70776,325199
2265671,"United Initiators, Inc",78151,522276606.0,"United Initiators, Inc",555 Garden Street,Elyria,OH,44035,325199,2022.0,"Peroxides, organic, manufacturing",1.0,2,65,136510,1,0,2,0,0,174,165,2,0,0,0,0,0,15FEB24:18:47:00,,2023,Manufacturing,44035,325199
2265727,Fedchem Bethlehem,112767,341129463.0,"Fedchem, Inc.",275 Keystone Drive,Bethlehem,PA,18020,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,29,51818,1,0,0,0,1,0,0,1,0,0,0,0,0,15FEB24:18:55:00,,2023,Manufacturing,18020,325199
2266109,"Pacific Topsoils, Inc",1129104,860251471.0,Western Organics,420 E Southern Ave,Tempe,AZ,85285,325314,2022.0,Landscape construction materials provider,1.0,22,148,291433,1,0,12,0,0,18,0,12,0,0,0,0,0,15FEB24:19:41:00,,2023,Manufacturing,85285,325314
2266897,Shell Catalyst and Technology Lp -Port Allen,563476,222869708.0,Shell Catalyst & Technologies,Shell Catalyst & Technologies Lp,"1699 Catalyst Dr, Port Allen",LA,70767,325180,2022.0,"Nickel compounds, not specified elsewhere by process, manufacturing",1.0,2,95,189566,2,0,0,0,0,0,0,0,0,0,0,0,0,15FEB24:21:19:00,,2023,Manufacturing,70767,325180
2267305,R.S.A. Corp.,1129535,131726336.0,,36 Old Sherman Tpke.,Danbury,CT,6810,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,21,22,45973,1,0,1,0,0,64,0,1,0,0,0,0,0,15FEB24:22:15:00,,2023,Manufacturing,6810,325199
2268967,Eco Services Martinez,801439,53049490.0,Ecovyst,100 Mococo Road,Martinez,CA,94553,325180,2022.0,Sulfuric acid manufacturing,1.0,2,39,90650,1,0,0,0,1,0,0,1,0,0,0,0,0,15FEB24:23:37:00,,2023,Manufacturing,94553,325180
2273340,SII Baton Rouge South,63047,640913001.0,Southern Ionics Inc - Baton Rouge South,1250 Neosho Avenue,Baton Rouge,LA,70802,325180,2022.0,Sodium thiosulfate manufacturing,1.0,21,20,41488,2,0,0,0,0,0,0,0,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,70802,325180
2273341,SII Chickasaw,63050,640913001.0,Southern Ionics Incorporated,1100 Viaduct Road North,Chickasaw,AL,36611,325180,2022.0,Aluminum sulfate manufacturing,1.0,21,26,51805,2,0,0,0,0,0,0,0,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,36611,325180
2273342,SII Pasadena,139619,640913001.0,Southern Ionics Incorporated,12901 Bay Park Road,Pasadena,TX,77507,325180,2022.0,Sodium aluminate manufacturing,1.0,21,76,157098,1,0,0,0,1,0,0,1,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,77507,325180
2273343,SII Tuscaloosa,139512,640913001.0,Southern Ionics Incorporated,5410 Reichhold Road,Tuscaloosa,AL,35404,325180,2022.0,"Sulfur and sulfur compounds, not specified elsewhere by process, manufacturing",1.0,21,29,58369,1,0,1,0,0,150,0,1,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,35404,325180
2273344,SII Lake Charles,63051,640913001.0,Southern Ionics Incorporated,1697 Davison Road,Carlyss,LA,70665,325180,2022.0,Aluminum sulfate manufacturing,1.0,21,33,71589,2,0,0,0,0,0,0,0,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,70665,325180
2273345,SII West Point,139591,640913001.0,Southern Ionics Incorporated,506 West Broad Street,West Point,MS,39773,325180,2022.0,Aluminum sulfate manufacturing,1.0,21,21,39909,2,0,0,0,0,0,0,0,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,39773,325180
2273347,SII Williamsport,139644,640913001.0,Southern Ionics Incorporated,10319 Grumbacker Lane,Williamsport,MD,21795,325180,2022.0,"Sulfur and sulfur compounds, not specified elsewhere by process, manufacturing",1.0,2,20,41061,2,0,0,0,0,0,0,0,0,0,0,0,0,16FEB24:15:57:00,,2023,Manufacturing,21795,325180
2274803,Custom Agronomics,752291,271453120.0,Custom Agronomics,2300 S.W Poma Dr,Palm City,FL,34990,325314,2022.0,Phosphatic fertilizers made by mixing purchased materials,1.0,2,35,72800,1,0,0,0,1,0,0,1,0,0,0,0,0,16FEB24:17:15:00,,2023,Manufacturing,34990,325314
2274903,STL Spruce,1134797,431742718.0,MilliporeSigma,3050 Spruce Street,St. Louis,MO,63103,325199,2022.0,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing",1.0,3,728,1438151,1,0,0,1,1,0,55,2,0,0,0,0,0,16FEB24:17:29:00,,2023,Manufacturing,63103,325199
2274930,STL Ewing,1134818,841656258.0,MilliporeSigma,545 South Ewing Avenue,St. Louis,MO,63103,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,22,234,448247,1,0,0,2,0,0,36,2,0,0,0,0,0,16FEB24:17:34:00,,2023,Manufacturing,63103,325199
2274997,Ele Corporation,69940,,Ele Corporation,7847 w 47th street,McCook,IL,60525,325199,2022.0,Silicone (except resins) manufacturing,1.0,2,50,96507,1,0,1,0,0,1,0,1,0,0,0,0,0,16FEB24:17:45:00,,2023,Manufacturing,60525,325199
2275258,STL Cherokee,1135061,841656258.0,MilliporeSigma,3300 South 2nd Street,St. Louis,MO,63118,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,3,409,779519,1,0,0,2,2,0,69,2,1,0,0,0,1,16FEB24:18:02:00,,2023,Manufacturing,63118,325199
2275295,STL Dekalb,1135079,841656258.0,MilliporeSigma,3500 Dekalb Street,St. Louis,MO,63118,325199,2022.0,"Carbon organic compounds, not specified elsewhere by process, manufacturing",1.0,3,330,619370,1,0,2,9,3,33,406,10,1,1,0,0,2,16FEB24:18:04:00,,2023,Manufacturing,63118,325199
2275484,Frit Industries,51464,630638506.0,Frit Industries,156 Frit Road,Walnut Ridge,AR,72476,325314,2022.0,Mixing purchased fertilizer materials,1.0,2,31,59219,1,0,0,0,1,0,0,1,0,0,0,0,0,16FEB24:18:35:00,,2023,Manufacturing,72476,325314
2275732,Birla Carbon North Bend Plant,540907,133230278.0,Birla Carbon,"370 Columbian Chemicals Lane,",Centerville,LA,70522,325180,2022.0,Carbon black manufacturing,1.0,2,150,327000,1,0,0,0,1,0,0,1,0,0,0,0,0,16FEB24:19:04:00,,2023,Manufacturing,70522,325180
2275949,Lockeford Facility - 04,406803,952038255.0,Kellogg Garden Products,12686 Locke Road,Lockeford,CA,95237,325314,2022.0,Manufacture of soil amendments,1.0,2,46,76701,1,0,1,0,0,180,0,1,0,0,0,0,0,16FEB24:19:36:00,,2023,Manufacturing,95237,325314
2275963,Main Office - 01,406804,952038255.0,Kellogg Garden Products,350 W. Sepulveda Blvd,Carson,CA,90745,325314,2022.0,Manufacture of soil amendments,1.0,2,184,195517,1,0,0,1,1,0,7,2,0,0,0,0,0,16FEB24:19:37:00,,2023,Manufacturing,90745,325314
2276031,Ontario Facility - 02,406805,952038255.0,Kellogg Garden Products,8605 Schaefer Ave,Ontario,CA,91761,325314,2022.0,Manufacture of soil amendment,1.0,2,57,109166,1,0,1,1,0,4,180,2,0,0,0,0,0,16FEB24:19:45:00,,2023,Manufacturing,91761,325314
2276131,"APL Engineered Materials, Inc.",961642,,,2401 N. Willow Rd.,Urbana,IL,61802,325180,2022.0,"Sodium inorganic compounds, not specified elsewhere by process, manufacturing",1.0,2,24,45500,1,0,1,2,1,5,40,4,0,0,0,0,0,16FEB24:19:54:00,,2023,Manufacturing,61802,325180
2279071,TSTO Corporation,937100,454054127.0,TSTO Corporation,2400 East River Road,Dayton,OH,45439,325199,2022.0,Organo-inorganic compound manufacturing,1.0,2,56,111940,1,0,1,0,1,35,0,2,0,0,0,0,0,19FEB24:14:25:00,,2023,Manufacturing,45439,325199
2279247,Acme Location,816481,,Bakelite,333 Neils Eddy Rd,Riegelwood,NC,28456,325199,2022.0,Hexamethylenetetramine manufacturing,1.0,2,25,42531,2,0,0,0,0,0,0,0,0,0,0,0,0,19FEB24:14:28:00,,2023,Manufacturing,28456,325199
2279250,"INV Nylon Chemicals Americas, LLC",667629,,INVISTA,2695 Old Bloomington Rd. N.,Victoria,TX,77905,325199,2022.0,Adipic acid manufacturing,1.0,3,461,962011,1,0,2,1,6,29,1,4,0,0,0,4,1,19FEB24:14:28:00,,2023,Manufacturing,77905,325199
2279256,"Columbus, OH",1136472,,,1975 Watkins Rd,Columbus,OH,43207,325199,2022.0,Formaldehyde manufacturing,1.0,21,24,43363,1,0,0,1,0,0,52,1,0,0,0,0,0,19FEB24:14:31:00,,2023,Manufacturing,43207,325199
